Title,Author,Identifier,Inventory,Count,Rate,Publisher,PublishedDate
"2022年国家统一法律职业资格考试,主观题必做150题",张能宝主编,D92-44/14(2022),2,5,2.5,法律出版社,2022.01
中国历代政治得失,钱穆著,D691/31,8,5,0.63,生活·读书·新知三联书店,2012
中国共产党简史,本书编写组编著,D239/12,12,5,0.42,人民出版社,2021
文明的冲突,(美) 塞缪尔·亨廷顿著,D5/22,10,5,0.5,新华出版社,2013
给青年的十二封信,朱光潜著,D432.63/7,4,4,1.0,东方出版中心,2021
西窗法雨,刘星著,D909.1/2,8,4,0.5,法律出版社,2013
西方政治思想史.第2版,《西方政治思想史》编写组编,D091/9=2,6,4,0.67,高等教育出版社,2019
科学社会主义视野下的生态社会主义,曾文婷著,D091.6/44,4,4,1.0,社会科学文献出版社,2019
洞穴奇案,(美) 彼得·萨伯著,D971.2/3,7,4,0.57,三联书店,2012
自由主义.第3版,李强著,D091.5/24=3,2,4,2.0,东方出版社,2015.06
中国历代政治得失,钱 穆著,D69/15,6,4,0.67,东大图书公司,民国66[1977]
劳动与社会保障法学.第2版,《劳动与社会保障法学》编写组,D922.501/9=2,6,4,0.67,高等教育出版社,2018
给青年的十二封信,朱光潜著,D432.63/4,10,4,0.4,中华书局,2013
"社会契约论, 或, 政治权利的原理",(法) 卢梭著,D095.654.1/3,6,4,0.67,商务印书馆,2017
中国马克思主义与当代.2018年版.第4版,本书编写组编,D61/41=4(2018),8,4,0.5,高等教育出版社,2018
国际公法学.第2版,《国际公法学》编写组,D990/7=2,6,4,0.67,高等教育出版社,2018
刑法学.上册.第5版,张明楷著,D924.01/1-1=5,4,4,1.0,法律出版社,2016
刑法学.下.5版,张明楷著,D924.01/1-2=5,4,4,1.0,法律出版社,2016.07
街角社会:一个意大利人贫民区的社会结构,(美)威廉·富特·怀特著,D771.26/1=4,9,3,0.33,商务印书馆,2009
政治学通识,包刚升著,D0-49/3,6,3,0.5,北京大学出版社,2015
重构人的精神生活,"廖小琴, 廖小明著",D648/11,6,3,0.5,中央编译出版社,2015.05
民法总则.修订本,王泽鉴著,D913.04/5,8,3,0.38,北京大学出版社,2009
法学第一课:从本科到研究生法科生指南,桑磊主编,D90/152,4,3,0.75,中国政法大学出版社,2020
中国法律与中国社会,瞿同祖著,D929.22/1,4,3,0.75,商务印书馆,2010
秦制两千年:封建帝王的权力规则,谌旭彬著,D691.21/12,6,3,0.5,浙江人民出版社,2021
党的二十大文件汇编,,D220/34,2,3,1.5,党建读物出版社,2022.11
网络思想政治教育研究,崔家生著,D641-39/1,4,3,0.75,山东画报出版社,2016
中国共产党党内法规研究,"王振民, 施新州等著",D262.6/20,4,3,0.75,人民出版社,2016
刑法学.3版,齐文远主编,D924.01/20=3,2,3,1.5,北京大学出版社,2016
行政法与行政诉讼法图释,"黄辉, 马琳昆编著",D922.105/21,2,3,1.5,北京大学出版社,2022
国际关系分析.第3版,"阎学通, 何颖著",D80/14=3,2,3,1.5,北京大学出版社,2017
中国法律与中国社会.新1版,瞿同祖著,D929.22/1=2,2,3,1.5,中华书局,2003.09
现代社会与犯罪治理:网络犯罪专题研讨:中国犯罪学学会年会论文集(2020年),"邓云, 陶建平主编",D917-532/1(2020),2,3,1.5,中国检察出版社,2020
"刑法学.下册,各论",《刑法学》编写组编,D924.01/41-2,6,3,0.5,高等教育出版社,2019
治国理政思想方法十讲,董振华等著,D25/15,6,3,0.5,人民出版社,2017
习近平法治思想概论,《习近平法治思想概论》编写组编,D2-0/209,6,3,0.5,高等教育出版社,2021
为权利而斗争,(德) 耶林著,D90/77,6,3,0.5,商务印书馆,2017
申论80分绝技,粉笔公考编著,D630.3/260,6,3,0.5,电子工业出版社,2020
想点大事:法律是种思维方式,刘晗著,D90-059/23,4,3,0.75,上海交通大学出版社,2020
申论的规矩:2022版.下册,粉笔公考编著,D630.3/284-2(2022),4,3,0.75,电子工业出版社,2021
西窗法雨.第2版,刘星著,D90-53/5=2(1),2,3,1.5,法律出版社,2022.02
民法思维:请求权基础理论体系,王泽鉴著,D913.04/2,8,3,0.38,北京大学出版社,2009
经济法:含习题与案例.第7版,"主编刘泽海, 薛建兰",D922.290.1/60=7,6,3,0.5,南京大学出版社,2020
理论自信:马克思主义与中华文明,左鹏等著,D61/328,2,3,1.5,人民出版社,2021
全面依法治国视域下的党内执纪研究,李天昊著,D262.6/110,4,3,0.75,人民日报出版社,2019
宪法学讲义,张千帆著,D921.01/4,8,3,0.38,北京大学出版社,2011
法治及其本土资源.第4版,苏力著,D920.0/8=4,2,3,1.5,北京大学出版社,2022
可能性的艺术:比较政治学30讲,刘瑜著,D0/173,4,3,0.75,广西师范大学出版社,2022
法治及其本土资源.第3版,苏力著,D920.0/8=3,6,3,0.5,北京大学出版社,2015
车浩的刑法题:北京大学法学院“刑法分论”考题解析,车浩著,D924-44/3,6,3,0.5,北京大学出版社,2016
习近平关于社会主义文化建设论述摘编,中共中央文献研究室编,D2-0/50,12,3,0.25,中央文献出版社,2017
国际关系入门.第2版,邢悦编著,D80/15=2,2,3,1.5,北京大学出版社,2017.11
"2022年国家统一法律职业资格考试专题攻略,易错·高频考点关联速记",法律考试中心组编,D92/58-2(2022),6,3,0.5,法律出版社,2021
大学军事理论教程,"张建英, 刘征, 李彦磊主编",E0-43/7,4,5,1.25,国防大学出版社,2019
大学生军事理论教程,主编曾昌良,E0-43/6,4,4,1.0,电子科技大学出版社,2020
三十六计全鉴.第2版,东篱子解译,E892/7=2,6,3,0.5,中国纺织出版社,2014.01
孙子兵法与当下生活,明志著,E892.25/15,6,3,0.5,中国长安出版社,2013
军事理论教程,"花亚纯, 何东方主编",E0-43/5,6,3,0.5,国防工业出版社,2014
孙子兵法精解,(春秋) 孙武著,E892.25/12,3,3,1.0,海潮出版社,2012.08
全注全解孙子兵法与三十六计,(春秋) 孙武等著,E892.2/17,4,3,0.75,中国华侨出版社,2018
孙子兵法,陈曦译注,E892.25/23,8,3,0.38,中华书局,2015.01
高校军事理论教程,上海市教委学生军训办公室 ... [等] 编著,E0-43/4,6,3,0.5,同济大学出版社,2014
孙子兵法详解.上,"孔干, 王金宝著",E892.2-49/4-1,2,2,1.0,新华出版社,2012
普通高等学校军事理论教程,蒋克权，彭文彩主编,E0-43/2,13,2,0.15,合肥工业大学,2007
认知电子战原理与技术,王沙飞 ... [等] 编著,E866/9,8,2,0.25,国防工业出版社,2018
枪口下的北洋,袁灿兴著,E296/6,6,2,0.33,人民日报出版社,2013.01
世界潜艇百科详解,(美) 大卫·罗斯著,E925.66/9,6,2,0.33,机械工业出版社,2019
战略论:间接路线:the indirect approach,(英) 李德·哈特著,E81/7,4,2,0.5,上海人民出版社,2010
俄罗斯空中力量.II,(俄) 叶菲姆·戈登著,E512.54/1-2,2,2,1.0,军事谊文出版社,2011.11
中国雄师第四野战军:名将谱·雄师录·征战记.第2版,"翟唯佳, 曹宏编著",E297.4/36=2,6,2,0.33,中共党史出版社,2014.09
大学军事教程,主编杨新,E0-43/3,6,2,0.33,东南大学出版社,2014
孙子兵法·三十六计,膳书堂文化编著,E892.2-49/2,3,1,0.33,中国画报出版社,2012.01
强军,本书编写组编,E2/6,1,1,1.0,人民出版社,2017
第二野战军,王玉彬著,E297.4/31,6,1,0.17,长征出版社,2012
尖刀:中国人民解放军钢铁王牌军征战实录.1,陈冠任著,E297/5-1,6,1,0.17,人民出版社,2013
超限战与反超限战:中国人提出的新战争观美国人如何应对,"乔良, 王湘穗著",E81/8,2,1,0.5,长江文艺出版社,2016
全球军警犬50,军情视点编,E965/1,6,1,0.17,化学工业出版社,2017
全球舰艇图鉴大全,军情视点编,E925.6-64/4,4,1,0.25,化学工业出版社,2016
莱特湾大海战,(美) 詹姆斯·D. 霍恩费舍尔著,E195.2/100,6,1,0.17,重庆大学出版社,2015
英国战列舰全史:1906-1914:1906-1914,江泓著,E925.61/4,6,1,0.17,中国长安出版社,2015
世界航空母舰全览,"王子午, 许涛著",E925.671/8,6,1,0.17,中国长安出版社,2013.10
长征中的名战名将,"罗元生, 刘标玖著",E297.23/1,6,1,0.17,中国言实出版社,2015.03
美军眼里的中国军队:美国陆军战争学院研究报告:assessing the operational capabilities of China's mil...,"(美) 甘浩森, 赖大卫, 施道安编",E20-53/1,6,1,0.17,世界知识出版社,2015
空中杀手:二战中的十大经典战斗机,(美)吉姆·劳里尔(Jim Laurier)著,E926.31/26,6,1,0.17,机械工业出版社,2021
中国历代战争史.第1册:上古～春秋 (上),台湾三军大学编著,E29/2-1,6,1,0.17,中信出版社,2012
